mab_uid,mab_id,pubmed_id,pdb_id,uniprot_accession,virus_taxonid,virus_name,family,species,disease_id,disease_name
714_DVC10,DVC10,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
715_DVC10,DVC10,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
716_DVC10,DVC10,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
717_DVC10,DVC10,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
718_DVC10,DVC10,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
719_DV55,DV55,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
720_DV55,DV55,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
721_DV55,DV55,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
722_DV55,DV55,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
723_DV55,DV55,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
724_DV55,DV55,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
725_DV55,DV55,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
726_DV55,DV55,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
727_DV55,DV55,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
728_DV55,DV55,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
729_DV55,DV55,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
730_DV55,DV55,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
731_DV55,DV55,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
732_DV55,DV55,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
733_DV63,DV63,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
734_DV63,DV63,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
735_DV63,DV63,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
736_DV63,DV63,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
737_DV63,DV63,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
738_DV63,DV63,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
739_DV63,DV63,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
740_DV63,DV63,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
741_DV63,DV63,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
742_DVA396,DVA396,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
743_DVA396,DVA396,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
744_DVA396,DVA396,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
745_DVA396,DVA396,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
746_DVA396,DVA396,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
747_DVA396,DVA396,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
748_DVA396,DVA396,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
749_DVA396,DVA396,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
750_DVA396,DVA396,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
751_DVA396,DVA396,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
752_DVA396,DVA396,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
753_DVA396,DVA396,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
754_DVA291,DVA291,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
755_DVA291,DVA291,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
756_DVA291,DVA291,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
757_DVA291,DVA291,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
758_DVA291,DVA291,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
759_DVA291,DVA291,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
760_DVA291,DVA291,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
761_DVA291,DVA291,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
762_DVA291,DVA291,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
763_DVA291,DVA291,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
764_DVA291,DVA291,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
765_DVA291,DVA291,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
766_DVF266,DVF266,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
767_DVF266,DVF266,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
768_DVF266,DVF266,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
769_DVF266,DVF266,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
770_DVF266,DVF266,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
771_DVF266,DVF266,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
772_DVF266,DVF266,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
773_DVC7,DVC7,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
774_DVC7,DVC7,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
775_DVC7,DVC7,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
776_DVC7,DVC7,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
777_DVC2,DVC2,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
778_DVC2,DVC2,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
779_DVC2,DVC2,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
780_DVC2,DVC2,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
781_DVC1,DVC1,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
782_DVC1,DVC1,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
783_DVC1,DVC1,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
784_DVC1,DVC1,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
785_DVC14,DVC14,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
786_DVC14,DVC14,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
787_DVC14,DVC14,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
788_DVC14,DVC14,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
789_DVC3,DVC3,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
790_DVC3,DVC3,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
791_DVC3,DVC3,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
792_DVC3,DVC3,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
793_DVF10,DVF10,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
794_DVF10,DVF10,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
795_DVF10,DVF10,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
796_DVF10,DVF10,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
797_DV74,DV74,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
798_DV74,DV74,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
799_DV74,DV74,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
800_DV74,DV74,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
801_DVH45,DVH45,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
802_DVH45,DVH45,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
803_DVH45,DVH45,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
804_DVH45,DVH45,27417494,,,11053,Dengue Virus1,,Dengue Virus,12205,dengue disease
805_DVH45,DVH45,27417494,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever
806_DVH45,DVH45,27417494,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever
807_DVH45,DVH45,27417494,,,11070,Dengue Virus4,,Dengue Virus,12206,dengue hemorrhagic fever
808_DVH45,DVH45,27417494,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
809_DVH45,DVH45,27417494,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
810_DVH45,DVH45,27417494,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
811_DVH45,DVH45,27417494,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
812_DVH45,DVH45,27417494,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
813_DVH45,DVH45,27417494,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
814_DVH45,DVH45,27417494,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
815_DVH45,DVH45,27417494,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
816_DVH45,DVH45,27417494,,Q6YFU0,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
817_DVH45,DVH45,27417494,,Q689G3,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease
818_DVH45,DVH45,27417494,,Q8BE40,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease
819_DV82,DV82,27417494,5Y0A,P17763,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease
820_anti-Dengue Virus-DV82.11,anti-Dengue Virus-DV82.11,23459315,,P29991,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
821_anti-Dengue Virus-DV87.1,anti-Dengue Virus-DV87.1,23459315,,P29991,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
822_anti-Dengue Virus-E18,anti-Dengue Virus-E18,23459315,,P29991,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
823_anti-Dengue Virus-E28,anti-Dengue Virus-E28,23459315,,P29991,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
824_anti-Dengue Virus-E44,anti-Dengue Virus-E44,23459315,,W5RZ25,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
825_anti-Dengue Virus-E60,anti-Dengue Virus-E60,23459315,,P29991,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
826_anti-Dengue Virus-E76,anti-Dengue Virus-E76,23459315,,P29991,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
827_anti-Dengue Virus-E87,anti-Dengue Virus-E87,23459315,,P29991,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
828_anti-Dengue Virus-scFv513,anti-Dengue Virus-scFv513,,,W5RZ25,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
829_anti-Dengue Virus1-14c10,anti-Dengue Virus1-14c10,22723463,4CAU,P29991,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
830_anti-Dengue Virus1-E106,anti-Dengue Virus1-E106,,,P12823,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
831_anti-Dengue Virus1-E111,anti-Dengue Virus1-E111,23055922,4FFY,P27915,11069,Dengue Virus3,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
832_anti-Dengue Virus2-1A1,anti-Dengue Virus2-1A1,32835694,,P09866,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
833_anti-Dengue Virus2-1D7,anti-Dengue Virus2-1D7,32835694,,B6DXD2,11082,Dengue Virus1,Flavivirus,West Nile Virus,2366,West Nile fever
833_anti-Dengue Virus2-1D7,anti-Dengue Virus2-1D7,32835694,,Q9Q4T1,11082,Dengue Virus2,Flavivirus,West Nile Virus,2366,West Nile fever
833_anti-Dengue Virus2-1D7,anti-Dengue Virus2-1D7,32835694,,Q99D35,11082,Dengue Virus3,Flavivirus,West Nile Virus,2366,West Nile fever
833_anti-Dengue Virus2-1D7,anti-Dengue Virus2-1D7,32835694,,P03314,11082,Yellow Fever Virus,Flavivirus,West Nile Virus,2366,West Nile fever
833_anti-Dengue Virus2-1D7,anti-Dengue Virus2-1D7,32835694,,A0A0X9QZM7,11082,Zika Virus,Flavivirus,West Nile Virus,2366,West Nile fever
833_anti-Dengue Virus2-1D7,anti-Dengue Virus2-1D7,32835694,,Q6RVA2 ,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
834_anti-Dengue Virus2-1D8,anti-Dengue Virus2-1D8,32835694,,Q58HT7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
835_anti-Dengue Virus2-2B3,anti-Dengue Virus2-2B3,32835694,,Q58HT7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
836_anti-Dengue Virus2-2C8,anti-Dengue Virus2-2C8,30323338,6FLC,,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
837_anti-Dengue Virus2-2D5,anti-Dengue Virus2-2D5,32835694,,A9LID6,11069,Dengue Virus3,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
838_anti-Dengue Virus2-2E3,anti-Dengue Virus2-2E3,32835694,,Q3BCY5; P18356,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
839_anti-Dengue Virus2-3B4,anti-Dengue Virus2-3B4,32835694,,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
840_anti-Dengue Virus2-3H5,anti-Dengue Virus2-3H5, 6177259;  30323338,6FLA,,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
841_anti-Dengue Virus2-4A1,anti-Dengue Virus2-4A1,32835694,,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
842_anti-Dengue Virus2-4G2,anti-Dengue Virus2-4G2,26265529,,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
843_anti-Dengue Virus3-5J7,anti-Dengue Virus3-5J7,25698059,3J6U,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
844_anti-Dengue Virus4-5H2,anti-Dengue Virus4-5H2, 22139356;  15078949,3UC0,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
845_anti-NS1-22NS1,anti-NS1-22NS1, 27158114;  21264311;  21264311,5JHL,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
846_anti-NS1-3H7A9,anti-NS1-3H7A9,29409531,,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
847_anti-NS1-6D4B10,anti-NS1-6D4B10,29409531,,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
848_anti-NS1-8A6F2,anti-NS1-8A6F2,29409531,,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
849_anti-prM-1H10,anti-prM-1H10, 26512092;  30471923,6IDI,P06935,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
850_anti-prM-2H2,anti-prM-2H2,23740974,3J42,Q5WPU5,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
851_anti-rWest Nile Virus-E-10,anti-rWest Nile Virus-E-10,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
852_anti-rWest Nile Virus-E-11,anti-rWest Nile Virus-E-11,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
853_anti-rWest Nile Virus-E-15,anti-rWest Nile Virus-E-15,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
854_anti-rWest Nile Virus-E-69,anti-rWest Nile Virus-E-69,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
855_anti-rWest Nile Virus-E-71,anti-rWest Nile Virus-E-71,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
856_anti-rWest Nile Virus-E-73,anti-rWest Nile Virus-E-73,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
857_anti-rWest Nile Virus-E-79,anti-rWest Nile Virus-E-79,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
858_anti-rWest Nile Virus-E-84,anti-rWest Nile Virus-E-84,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
859_anti-rWest Nile Virus-E-85,anti-rWest Nile Virus-E-85,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
860_anti-rWest Nile Virus-E-94,anti-rWest Nile Virus-E-94,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
861_anti-rWest Nile Virus-E-95,anti-rWest Nile Virus-E-95,16282460,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
862_anti-USUV-A9,anti-USUV-A9,32829514,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
863_anti-West Nile Virus-9E2,anti-West Nile Virus-9E2,16212535,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
864_anti-West Nile Virus-CR4271,anti-West Nile Virus-CR4271,16809304,,Q9Q6P4,11082,West Nile Virus,Flavivirus,West Nile Virus,2366,West Nile fever
865_anti-West Nile Virus-CR4274,anti-West Nile Virus-CR4274,16809304,,Q9WDA6,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
866_anti-West Nile Virus-CR4283,anti-West Nile Virus-CR4283,16809304,,Q9WDA6,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
867_anti-West Nile Virus-CR4289,anti-West Nile Virus-CR4289,16809304,,P03314,11089,Yellow Fever Virus,Flavivirus,Yellow Fever Virus,9682,yellow fever
868_anti-West Nile Virus-CR4299,anti-West Nile Virus-CR4299,16809304,,P03314,11089,Yellow Fever Virus,Flavivirus,Yellow Fever Virus,9682,yellow fever
869_anti-West Nile Virus-CR4311,anti-West Nile Virus-CR4311,16809304,,P03314,11089,Yellow Fever Virus,Flavivirus,Yellow Fever Virus,9682,yellow fever
870_anti-West Nile Virus-CR4325,anti-West Nile Virus-CR4325,16809304,,P03314,11089,Yellow Fever Virus,Flavivirus,Yellow Fever Virus,9682,yellow fever
871_anti-West Nile Virus-CR4353,anti-West Nile Virus-CR4353,16809304,,P03314,11089,Yellow Fever Virus,Flavivirus,Yellow Fever Virus,9682,yellow fever
872_anti-West Nile Virus-CR4354,anti-West Nile Virus-CR4354,20956322,3N9G,P03314,11089,Yellow Fever Virus,Flavivirus,Yellow Fever Virus,9682,yellow fever
873_anti-West Nile Virus-CR4361,anti-West Nile Virus-CR4361,16809304,,P14340,11060,Dengue Virus2,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever
874_anti-West Nile Virus-CR4368,anti-West Nile Virus-CR4368,16809304,,Q32ZE1; A0A192GPS0,11053,Zika Virus,Flavivirus,Dengue Virus,12205,dengue disease
874_anti-West Nile Virus-CR4368,anti-West Nile Virus-CR4368,16809304,,Q8BE39; P17763,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease
875_anti-West Nile Virus-CR4374,anti-West Nile Virus-CR4374,16809304,,Q8BE39; P17763,64320,Dengue Virus1,Flavivirus,Zika Virus,60478,zika fever
875_anti-West Nile Virus-CR4374,anti-West Nile Virus-CR4374,16809304,,Q32ZE1; A0A192GPS0,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
876_anti-West Nile Virus-CR4375,anti-West Nile Virus-CR4375,16809304,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
877_anti-West Nile Virus-E16,anti-West Nile Virus-E16, 16193056;  17035317,1ZTX,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
878_anti-West Nile Virus-E53,anti-West Nile Virus-E53, 19713934;  17035317,3I50,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
879_anti-Yellow Fever Virus-1A,anti-Yellow Fever Virus-1A,15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
880_anti-Yellow Fever Virus-2A,anti-Yellow Fever Virus-2A,15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
881_anti-Yellow Fever Virus-5A,anti-Yellow Fever Virus-5A,15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
882_anti-Yellow Fever Virus-7A,anti-Yellow Fever Virus-7A,15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
883_anti-Yellow Fever Virus-R3(27),anti-Yellow Fever Virus-R3(27),15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
884_anti-Yellow Fever Virus-R3(9),anti-Yellow Fever Virus-R3(9),15919103,,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
885_anti-Zika Virus-A11,anti-Zika Virus-A11, 28534525;  25501631;  25581790,5LCV;  5N09; 4UT7,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
886_anti-Zika Virus-Z028,anti-Zika Virus-Z028,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
887_anti-Zika Virus-Z001,anti-Zika Virus-Z001,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
888_anti-Zika Virus-Z004,anti-Zika Virus-Z004,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
889_anti-Zika Virus-Z006,anti-Zika Virus-Z006,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
890_anti-Zika Virus-Z010,anti-Zika Virus-Z010,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
891_anti-Zika Virus-Z031,anti-Zika Virus-Z031,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
892_anti-Zika Virus-Z035,anti-Zika Virus-Z035,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
893_anti-Zika Virus-Z038,anti-Zika Virus-Z038,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
894_anti-Zika Virus-Z014,anti-Zika Virus-Z014,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
895_anti-Zika Virus-Z039,anti-Zika Virus-Z039,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
896_anti-Zika Virus-Z015,anti-Zika Virus-Z015,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
897_anti-Zika Virus-Z018,anti-Zika Virus-Z018,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
898_anti-Zika Virus-Z021,anti-Zika Virus-Z021,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
899_anti-Zika Virus-Z024,anti-Zika Virus-Z024,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
900_anti-Zika Virus-Z012,anti-Zika Virus-Z012,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
901_anti-Zika Virus-Z037,anti-Zika Virus-Z037,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
902_anti-Zika Virus-Z041,anti-Zika Virus-Z041,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
903_anti-Zika Virus-Z042,anti-Zika Virus-Z042,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
904_anti-Zika Virus-Z043,anti-Zika Virus-Z043,28475892,5VIC,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
905_anti-Zika Virus-Z1,anti-Zika Virus-Z1,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
906_anti-Zika Virus-Z1,anti-Zika Virus-Z1,27974667,5GZO,Q32ZE1,64320,Zika Virus,Flavivirus,Zika Virus,60478,zika fever
907_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11053,Dengue Virus1,Flavivirus,Zika Virus,12205,dengue disease
908_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11060,Dengue Virus2,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
909_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11069,Dengue Virus3,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
910_anti-Dengue Virus-Z20,anti-Dengue Virus-Z20,27974667,5GZO,Q32ZE1,11070,Dengue Virus4,Flavivirus,Zika Virus,12206,dengue hemorrhagic fever
