mab_uid,mab_id,pubmed_id,pdb_id,uniprot_accession,virus_taxonid,virus_name,family,species,disease_id,disease_name,organism,target protein,target type,target,target name,structural sub_domains,assay type,assay,quantitative measure,unit
52_anti-Dengue Virus-5C30,anti-Dengue Virus-5C30,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),200,_g/ml
53_anti-Dengue Virus-5E7,anti-Dengue Virus-5E7,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),21,_g/ml
54_anti-Dengue Virus-5E7,anti-Dengue Virus-5E7,23851440,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),24,_g/ml
55_anti-Dengue Virus-5E7,anti-Dengue Virus-5E7,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),23,_g/ml
56_anti-Dengue Virus-5E7,anti-Dengue Virus-5E7,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),27,_g/ml
57_anti-Dengue Virus-9B3,anti-Dengue Virus-9B3,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),28,_g/ml
58_anti-Dengue Virus-9B3,anti-Dengue Virus-9B3,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),20,_g/ml
59_anti-Dengue Virus-9B3,anti-Dengue Virus-9B3,23851440,,Q7TGC7,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),1.5,_g/ml
60_anti-Dengue Virus-9B3,anti-Dengue Virus-9B3,23851440,,,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),46,_g/ml
61_anti-Dengue Virus-5B1,anti-Dengue Virus-5B1,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
62_anti-Dengue Virus-5B1,anti-Dengue Virus-5B1,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),45,_g/ml
63_anti-Dengue Virus-5B1,anti-Dengue Virus-5B1,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),11,_g/ml
64_anti-Dengue Virus-5B1,anti-Dengue Virus-5B1,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
65_anti-Dengue Virus-5B3,anti-Dengue Virus-5B3,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
66_anti-Dengue Virus-5B3,anti-Dengue Virus-5B3,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),56,_g/ml
67_anti-Dengue Virus-5B3,anti-Dengue Virus-5B3,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
68_anti-Dengue Virus-5B3,anti-Dengue Virus-5B3,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
69_anti-Dengue Virus-5F13,anti-Dengue Virus-5F13,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
70_anti-Dengue Virus-5F13,anti-Dengue Virus-5F13,23851440,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
71_anti-Dengue Virus-5F13,anti-Dengue Virus-5F13,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
72_anti-Dengue Virus-5F13,anti-Dengue Virus-5F13,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
73_anti-Dengue Virus-2C3,anti-Dengue Virus-2C3,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
74_anti-Dengue Virus-2C3,anti-Dengue Virus-2C3,23851440,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
75_anti-Dengue Virus-2C3,anti-Dengue Virus-2C3,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
76_anti-Dengue Virus-2C3,anti-Dengue Virus-2C3,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
77_anti-Dengue Virus-4C58,anti-Dengue Virus-4C58,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
78_anti-Dengue Virus-4C58,anti-Dengue Virus-4C58,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
79_anti-Dengue Virus-4C58,anti-Dengue Virus-4C58,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
80_anti-Dengue Virus-4C58,anti-Dengue Virus-4C58,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
81_anti-Dengue Virus-2D13,anti-Dengue Virus-2D13,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),27,_g/ml
82_anti-Dengue Virus-2D13,anti-Dengue Virus-2D13,23851440,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),0.03,_g/ml
83_anti-Dengue Virus-2D13,anti-Dengue Virus-2D13,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),4.9,_g/ml
84_anti-Dengue Virus-2D13,anti-Dengue Virus-2D13,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),3.5,_g/ml
85_anti-Dengue Virus-3B8,anti-Dengue Virus-3B8,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),113,_g/ml
86_anti-Dengue Virus-3B8,anti-Dengue Virus-3B8,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),180,_g/ml
87_anti-Dengue Virus-3B8,anti-Dengue Virus-3B8,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),173,_g/ml
88_anti-Dengue Virus-3B8,anti-Dengue Virus-3B8,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),4.6,_g/ml
89_anti-Dengue Virus-4A19,anti-Dengue Virus-4A19,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),136,_g/ml
90_anti-Dengue Virus-4A19,anti-Dengue Virus-4A19,23851440,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),7.3,_g/ml
91_anti-Dengue Virus-4A19,anti-Dengue Virus-4A19,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),11,_g/ml
92_anti-Dengue Virus-4A19,anti-Dengue Virus-4A19,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),36,_g/ml
93_anti-Dengue Virus-2E5,anti-Dengue Virus-2E5,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
94_anti-Dengue Virus-2E5,anti-Dengue Virus-2E5,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),10,_g/ml
95_anti-Dengue Virus-2E5,anti-Dengue Virus-2E5,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),0.1,_g/ml
96_anti-Dengue Virus-2E5,anti-Dengue Virus-2E5,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
97_anti-Dengue Virus-1C5,anti-Dengue Virus-1C5,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
98_anti-Dengue Virus-1C5,anti-Dengue Virus-1C5,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
99_anti-Dengue Virus-1C5,anti-Dengue Virus-1C5,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
100_anti-Dengue Virus-1C5,anti-Dengue Virus-1C5,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
101_anti-Dengue Virus-2C7,anti-Dengue Virus-2C7,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),195,_g/ml
102_anti-Dengue Virus-2C7,anti-Dengue Virus-2C7,23851440,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),38,_g/ml
103_anti-Dengue Virus-2C7,anti-Dengue Virus-2C7,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),19,_g/ml
104_anti-Dengue Virus-2C7,anti-Dengue Virus-2C7,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),200,_g/ml
105_anti-Dengue Virus-2C49,anti-Dengue Virus-2C49,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),51,_g/ml
106_anti-Dengue Virus-2C49,anti-Dengue Virus-2C49,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),103,_g/ml
107_anti-Dengue Virus-2C49,anti-Dengue Virus-2C49,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),60,_g/ml
108_anti-Dengue Virus-2C49,anti-Dengue Virus-2C49,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),200,_g/ml
109_anti-Dengue Virus-2E14,anti-Dengue Virus-2E14,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),57,_g/ml
110_anti-Dengue Virus-2E14,anti-Dengue Virus-2E14,23851440,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),78,_g/ml
111_anti-Dengue Virus-2E14,anti-Dengue Virus-2E14,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),29,_g/ml
112_anti-Dengue Virus-2E14,anti-Dengue Virus-2E14,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),125,_g/ml
113_anti-Dengue Virus-3A37,anti-Dengue Virus-3A37,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),7.7,_g/ml
114_anti-Dengue Virus-3A37,anti-Dengue Virus-3A37,23851440,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),12,_g/ml
115_anti-Dengue Virus-3A37,anti-Dengue Virus-3A37,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),1.9,_g/ml
116_anti-Dengue Virus-3A37,anti-Dengue Virus-3A37,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),33,_g/ml
117_anti-Dengue Virus-3A3,anti-Dengue Virus-3A3,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),54,_g/ml
118_anti-Dengue Virus-3A3,anti-Dengue Virus-3A3,23851440,,,11060,Dengue Virus2,,Dengue Virus,12205; 12206,dengue disease,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),75,_g/ml
119_anti-Dengue Virus-3A3,anti-Dengue Virus-3A3,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),200,_g/ml
120_anti-Dengue Virus-3A3,anti-Dengue Virus-3A3,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),180,_g/ml
121_anti-Dengue Virus-3E31,anti-Dengue Virus-3E31,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),5.6,_g/ml
122_anti-Dengue Virus-3E31,anti-Dengue Virus-3E31,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),2.5,_g/ml
123_anti-Dengue Virus-3E31,anti-Dengue Virus-3E31,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),0.4,_g/ml
124_anti-Dengue Virus-3E31,anti-Dengue Virus-3E31,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),41,_g/ml
125_anti-Dengue Virus-1D51,anti-Dengue Virus-1D51,23851440,,,11053,Dengue Virus1,Flavivirus,Dengue Virus,12205,dengue disease,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
126_anti-Dengue Virus-1D51,anti-Dengue Virus-1D51,23851440,,,11060,Dengue Virus2,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
127_anti-Dengue Virus-1D51,anti-Dengue Virus-1D51,23851440,,,11069,Dengue Virus3,,Dengue Virus,12206,dengue hemorrhagic fever,,,protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
128_anti-Dengue Virus-1D51,anti-Dengue Virus-1D51,23851440,,Q7TGC7,11070,Dengue Virus4,Flavivirus,Dengue Virus,12206; 0050125,dengue hemorrhagic fever,dengue virus type 4,Genome polyprotein; Envelope protein E,protein,UniProt: Q7TGC7 dengue virus type 4,Genome polyprotein; Envelope protein E,,Neutralization,ELISPOT-MNT (IC50),100,_g/ml
